Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-90.60556	5.823711	-81.26	-99.310005	120.0	120000	-1.0244548e-08	0.40989298	-0.0112561	-0.13733184	3.4951663	0.007314018	0.064108334	49.0	153.62789821624756
1	-86.728134	10.544736	-69.770004	-97.69	120.0	240000	3.7252903e-09	0.26105005	-0.014261306	-0.008036831	3.487617	0.006859813	0.07033333	49.0	307.12739419937134
2	-81.02875	12.369923	-57.785004	-95.845	120.0	360000	-3.7252903e-09	0.24915828	-0.01619412	-0.0061647706	3.478033	0.007421893	0.08146666	49.0	461.1083154678345
3	-69.240005	10.865954	-53.320004	-82.325005	120.0	480000	-3.7252903e-09	0.33399758	-0.01846609	-0.010867303	3.463341	0.0073414277	0.09268333	49.0	615.6376130580902
4	-72.34938	5.9749937	-64.075005	-81.66	120.0	600000	-1.3969839e-09	0.28342718	-0.019547574	-0.006236542	3.4491656	0.009040875	0.0961	49.0	769.9744386672974
5	-70.476875	14.626256	-43.9	-92.79	120.0	720000	-4.656613e-10	0.29470944	-0.020382904	-0.007297162	3.4303832	0.0077902623	0.10334166	49.0	924.51225066185
6	-58.334373	12.092175	-40.74	-81.515	120.0	840000	-1.8626451e-09	0.4035861	-0.021162853	-0.011606064	3.405992	0.008342324	0.12060834	49.0	1078.9231128692627
7	-53.248753	15.86653	-29.690002	-73.89	120.0	960000	5.5879354e-09	0.45260793	-0.021468405	-0.020602489	3.3825955	0.008247849	0.10155833	49.0	1233.1067910194397
8	-38.181877	20.014364	-5.135003	-66.795006	120.0	1080000	-2.7939677e-09	0.62484	-0.021706622	-0.027580146	3.3568847	0.008655557	0.12131667	49.0	1386.5895869731903
9	-13.856878	27.625278	31.549995	-57.710003	120.0	1200000	9.313226e-10	0.99539614	-0.02129483	-0.058966473	3.327006	0.008059866	0.11326667	49.0	1540.176072359085
10	11.098746	36.40072	54.649994	-72.87	120.0	1320000	1.8626451e-09	1.4750851	-0.021363705	-0.086883895	3.2908149	0.008576484	0.11275833	49.0	1693.4702770709991
11	15.143121	89.91783	238.28499	-68.185005	120.0	1440000	-1.1175871e-08	1.9835188	-0.021112153	-0.16366956	3.2601116	0.008826637	0.120458335	49.0	1846.8524556159973
12	19.711246	33.858063	79.354996	-32.250004	120.0	1560000	1.1175871e-08	1.804161	-0.021598319	-0.20486993	3.217418	0.0099135395	0.11266667	49.0	2000.2539324760437
13	43.05687	49.048145	150.81499	-37.370003	120.0	1680000	0.0	2.4469469	-0.022068882	-0.2860722	3.1831002	0.009358948	0.13056666	49.0	2151.2002396583557
14	54.64437	37.734566	124.34	16.539995	120.0	1800000	-4.656613e-09	3.5305233	-0.02137687	-0.31643468	3.1355538	0.008877409	0.1252	49.0	2302.0218875408173
15	90.27437	54.346176	171.22499	22.184996	120.0	1920000	-1.3969839e-09	3.2165294	-0.021633077	-0.31618983	3.1003866	0.009023223	0.12908334	49.0	2453.66832280159
16	152.87436	107.7694	332.87	18.289995	120.0	2040000	-3.7252903e-09	5.461978	-0.021706972	-0.97729933	3.0613704	0.009693111	0.13275	49.0	2605.371706724167
17	122.91875	94.64554	258.03	-3.280004	120.0	2160000	-1.1641532e-09	5.4236126	-0.02222593	-0.81126666	3.0139315	0.009356578	0.13761666	49.0	2756.589792728424
18	216.94998	92.16114	401.365	64.85999	120.0	2280000	7.916242e-09	8.260179	-0.022682693	-1.5812824	2.9718919	0.010222904	0.152275	49.0	2908.051382780075
19	206.34	130.83186	444.09998	53.054996	120.0	2400000	6.0535967e-09	7.900778	-0.021637745	-1.7198495	2.9107704	0.010291459	0.15233333	49.0	3059.3437621593475
20	255.1225	99.2799	410.50998	94.715	120.0	2520000	-2.7939677e-09	9.058882	-0.02148005	-1.9271691	2.866241	0.010337351	0.13714167	49.0	3210.0930314064026
21	303.89813	93.62947	434.94	124.634995	120.0	2640000	0.0	11.176081	-0.021388613	-2.1510482	2.8123116	0.010059436	0.13841668	49.0	3361.1002190113068
